title,genre,description,rating,writer,illustrator,original_creator
N의등대-눈의등대,스릴러,동일한 세계의 색다른 4가지 이야기 함께 볼 수도 따로 볼 수도 있는 멀티 플롯 프로젝트 만화 김규삼 작가의 N의등대 눈의 등대편,9.91,김규삼,김규삼,김규삼
N의등대-도망자,스릴러,동일한 세계의 색다른 4가지 이야기 함께 볼 수도 따로 볼 수도 있는 멀티 플롯 프로젝트 만화 김선권 작가의 N의등대 도망자편,9.74,김선권,김선권,김선권
"OH, MY GOD!",판타지,신들의 회사 헤븐즈 컴퍼니 성격도 외모도 제 각각인 GOD들그들의 갈등과 신의 그리고 음모2012 대학만화 최강자전 수상작,9.94,강지영 , 현예지,강지영 
Penguin loves ...,일상,한국여자 펭귄과 영국남자 메브의 엉뚱 발랄 러브 스토리시즌3 In the UK,9.96,펭귄,펭귄,펭귄
POGO 공포단편선 - 혼집,스릴러,POGO 작가 공포 실화이상한 집으로 이사를 왔다그런데 그 집엔 분명히 뭔가가 있다,9.91,POGO,POGO,POGO
R-X,액션,300년 전 발생한 제3차 세계 대전은 생화학전으로 번지게 되고 이때 등장한 변종 R바이러스는 인간을 잡아먹는 초능력 괴물 레이어를 탄생시킨다이들에 대항하기 위해 레이어의 하위호환 능력을 보유하게 된 10명의 전사 RX 이들의 손에 인류의 생존 멸망이 달려있다RX에게 명령한다 레이어로부터 인류를 구하라,5.41,굦 , 한가,굦 
SM 플레이어,개그,만화 주인공이 만화 주인공인 만화라고야 오이 요리대마왕 악당의 사연 랑또 작가의 신작이라고이 만화 대체 뭐지,9.92,랑또,랑또,랑또
S라인,판타지,가까운 미래 사람들의 머리 위로 붉은 선이 이어진다선의 정체는 무엇인가 시간이 지나고 사람들은 붉은 선을S라인이라 부르기 시작한다,9.86,꼬마비,꼬마비,꼬마비
THE 런웨이,로맨스,하룻밤을 같이 보낸 그 남자가 내 상사라고패션지 의 에디터 유지안 그녀는 약혼자의 양다리 소식에 무작정 파리로 떠난다그곳에서 우연히 만난 남자와 충동적으로 하룻밤을 보내 버리고3개월의 시간이 흐른 후 지안의 회사에 만렙의 편집장이 프랑스에서 오게 된다 그런데 그 남자 바로 지안과 하룻밤을 보낸 프랑스에서의 그 남자다,9.81,도미 , 녹두 , Hirachell
W : 너와 나의 세계,로맨스,만화가인 아빠의 작품 중에서 강철이 최애캐인 연주는 평범한 일상을 보내던 어느 날 생일파티를 하게 되었다 그런데 잠깐 잠이 든 사이에 이상한 곳에서 눈을 뜨게 되고 눈앞에는 만화 속에만 보던 캐릭터 주인공 강철이 서있었다 정신 차려보니 이곳은 현실이 아닌 만화 속 세계랑 너무 똑같았다,9.77,주니버스 , 이채,주니버스 
XXX,스릴러,괴현상으로 무너지는 세계 그리고 세 남녀  정신을 차려보니 어두운 지하실에 묶여있는 남자 대부분의 기억을 잃었지만 머릿속에 누군가를 만나야 한다는 생각만은 또렷하다 그 앞에 나타난 피 묻은 도끼를 든 여자 광기로 가득 찬 여자는 남자가 자신을 기억해 내기를 바란다 한편 어디선가 나타난 금발의 여자 여자는 두 남녀에 대해 이미 모든 것을 알고 있는데,8.36,투먼,투먼,투먼
Yes my boss(예스...,드라마,가뜩이나 생활고에 시달리는데 하나뿐인 동생이 사고를 쳐서 발등에 불 떨어진 웹툰작가 정아린 직업상 어시는 많이 필요하지만 이들에게 줄 월급이 고료로는 부족하다 오랜 세월 꿈꾸던 만화가를 그만둘 수 없어 어쩔 수 없이 취직을 해 낮에는 직장인 밤에는 만화가인 삶을 살기로 하지만 만화만 그리던 손으로 회사일이 익숙할 리 없을 터 출근 첫날부터 상사에게 열심히 까이고 작업실로 돌아온 그 때 부족한 손을 채워줄 새로운 파트타임 어시를 보고 눈을 의심하게 되는데,9.97,김밀콩,김밀콩,김밀콩
100,액션,PUBG UNIVERSE 국가정보원 천호영은 사라진 의원을 찾기 위해 불법 살인게임 배틀그라운드에 참가한다 100명의 사형수들 사이에서 벌어지는 서바이벌 액션,9.68,형은 , 최윤열,형은 
100억의 주인,드라마,부모가 남긴 빚을 떠안고 힘겹게 살아가는 유민아 불어난 빚을 받기 위해 고시원으로 찾아온 사채업자에게 위협을 당하는 순간 어마어마한 금액의 현금을 가졌으며 기묘한 능력까지 사용하는 배수현으로부터 도움을 받는다 도움을 주던 중 민아의 재치에 흥미를 느낀 수현은 자신의 비밀에 너무 깊이 개입하게 되었으니 자신과 함께 옛 친구를 찾는 일에 도움을 줄 것을 부탁한다,8.5,맛기니 , 텅빈,맛기니 
102030,일상,부딪히고 깨져도 꿈꾸고 사랑하는 우리들의 초상 공감 200 일상공감시트콤이 온다,8.97,H , JMS,H 
108명의 그녀들,로맨스,위대한 마녀이자 개국 공신인 황후 데사는 황제의 진심을 시험하기 위해 똑같은 얼굴의 108명 사이에서 자신을 찾아 내라는 내기를 제안한다한편 데사를 흠모하던 어린 마녀 아리트는 데사를 막기 위해 몰래 내기에 참여하는데,9.94,고송 , 레죵,고송 
10년째 차이는 소꿉친구,로맨스,고백 받고 차이는 상황이 일상이 된 소꿉친구 율과 시호 연인으로 발전할 것인가 친구로 남을 것인가 두 사람의 코믹로맨스,9.86,님니,님니,님니
10월 28일,스릴러,주인공 상길의 평범한 하루 그 하루가 반복된다,9.57,천정학,천정학,천정학
11me,드라마,또 다른 내가 11명 신의 선물일까 혹은 장난일까,9.88,고지애 , 영재영,고지애 
12차원 소년들,개그,소무하보다 더 강해진 녀석들이 돌아왔다 차원을 넘나드는 소년들의 다양한 이야기,9.89,컷부,컷부,컷부
1331,스릴러,백화점 알바를 하며 쳇바퀴 굴리듯 살던 유민은 삶에 회의를 느낀다매니저와의 마찰로 퇴사를 결심하고 매니저의 사무실로 들어선 그때 유민이 마주한 것은 괴물로 변해버린 매니저유민은 매니저를 피해 달아나지만 이내 또 다른 괴물과 마주하며 위기를 맞게 되는데 이미 백화점 밖은 종말에 가까운 세상이 펼쳐지고 있었다,9.88,보라기린,보라기린,보라기린
"17살, 그 여름날의 기적",드라마,17살을 살아가는 주인공그의 눈에 비치는 조금은 특별한 그 여름날의 이야기,9.89,석우,석우,석우
1을 줄게,로맨스,다음 사람이 마지막 사랑이 되게 해주세요 새해 소원을 빌고 눈을 뜬 하늘은 자신의 몸에 숫자 1이 새겨진 것을 발견하게 된다 아무래도 숫자의 의미는 남은 연애 횟수인 것 같다 남은 기회가 한 번 밖에 없다는 사실에 초조해하던 중 때마침 나타난 해림 그는 마지막이 되기엔 믿음이 가지 않는 연하남이다 결국 연인 대신 잠만 자는 사이로 지내기로 하는데  과연 해림과 하늘의 관계는 어떻게 될까,9.97,김계란,김계란,김계란
1인용 기분,감성,혼자서만 느낄 수 있는같은 듯 다른 기분들,9.97,윤파랑,윤파랑,윤파랑
1초,드라마,구조율 100의 전설적인 소방관  그의 특별한 능력은 긴장하는 순간 미래가 보인다는 것 촌각을 다투는 진짜 소방관들의 이야기,9.97,시니 , 광운,시니 
1학년 9반,스릴러,1학년 9반 친구들은 부푼 설레임을 안고 수학여행을 떠나지만 일진들의 장난으로 반 전체가 무인도에 표류하게된다서로에 대한 불신으로 더 이상 친구가 아닌 적이 되어 버린 1학년 9반 친구들 과연 그들은 무사히 탈출 할 수 있을까,9.77,우윱,우윱,우윱
2-3승강장,스릴러,적당한 인싸 새내기 강현수는 지하철을 타고 가던 중 누군가로부터 협박 톡을 받는다협박 톡을 보낸 범인은 강현수를 위협하며 여러 가지 지시를 내린다강현수는 범인의 정체를 알아내려 노력하지만 예상은 모두 빗나간다찾아낸 단서는 범인이 강현수를 잘 알고 있는 사람이라는 것뿐상황은 걷잡을 수 없이 흘러가고 강현수는 결국 범인과 마주하게 된다그리고 사건의 진상이 밝혀지는데23 승강장에 탄 모두가 피해자며 가해자다2020 지상최대공모전 대상 수상 작품,9.76,김민찰스,김민찰스,김민찰스
2011 루키 단편선,드라마,전설적인 작가 이현세 이두호가 직접 프로듀싱한 10명의 신인작가 단편선,9.8,웹툰작가,웹툰작가,웹툰작가
2011 미스테리 단편,스릴러,네이버 웹툰 작가들이 들려주는 미스테리 괴담올 여름 당신의 등골이 오싹해진다,8.45,웹툰작가,웹툰작가,웹툰작가
2012 루키 단편선,드라마,전설적인 작가 이현세 이두호가 직접 프로듀싱한8명의 신인 작가 단편선 시즌2로 컴백,9.49,웹툰작가,웹툰작가,웹툰작가
2012 지구가 멸망한다면?,판타지,2011년을 뜨겁게 달군 미스테리 단편을 잇는 2012년 특집 웹툰 2012 지구가 멸망한다면지구 멸망을 소재로 네이버 웹툰 작가들이 선보이는 다양한 이야기들,9.26,웹툰작가,웹툰작가,웹툰작가
2013 루키 단편선,드라마,전설적인 작가 이현세 이두호가 직접 프로듀싱한7명의 신인 작가 단편선 세번째 시즌,9.81,웹툰작가,웹툰작가,웹툰작가
2013 전설의고향,스릴러,네이버 웹툰 작가들의 여름 특집 릴레이 단편머리를 쭈뼛하게 만드는 2013 전설의 고향 스마트툰으로 만나보세요,9.21,웹툰작가,웹툰작가,웹툰작가
"2014 네이버 웹툰, 왓...",일상,네이버 웹툰 10주년 기념여름특집 리메이크 단편선,9.69,웹툰작가,웹툰작가,웹툰작가
2014 루키 단편선,드라마,전설적인 작가 이현세 이두호가 직접 프로듀싱한신인 작가 단편선 네번째 시즌,9.9,웹툰작가,웹툰작가,웹툰작가
2015 루키 단편선,드라마,전설 이현세 이두호가 직접 프로듀싱한 신인 작가 단편선 시즌5무시무시한 신인들이 몰려온다,9.92,웹툰작가,웹툰작가,웹툰작가
2015 사이,로맨스,2015 로맨스 콜라보 특집 그때 네 마음은 뭐였니우리 둘 사이만큼 궁금한 너의 이야기,9.88,웹툰작가,웹툰작가,웹툰작가
2015 소름,스릴러,2015 여름특집 공포 단편선 당신에게도 일어날 수 있는 이야기,9.83,웹툰작가,웹툰작가,웹툰작가
2015 우주특집 단편,판타지,광활한 우주를 배경으로 펼쳐지는 무한한 상상력네이버 웹툰 작가들이 선보이는 스페이스 오페라,9.54,웹툰작가,웹툰작가,웹툰작가
2016 루키 단편선,드라마,전설 이현세 이두호 작가가 직접 프로듀싱한 신인 작가 단편선그 여섯번째 시즌,9.93,웹툰작가,웹툰작가,웹툰작가
2016 비명,스릴러,2016 여름특집 공포 단편선 비명소리를 내지 않을 자신이 있다면 스크롤을 내려라,9.14,웹툰작가,웹툰작가,웹툰작가
2016 학교 다녀오겠습니다,일상,신학기가 외롭고 힘든 당신을 위해 준비했다웹툰작가들의 개그 단편선,9.41,웹툰작가,웹툰작가,웹툰작가
2017 루키 단편선,드라마,전설 이현세 이두호 작가가 직접 프로듀싱한지옥캠프 단편선 일곱번째 시즌,9.88,웹툰작가,웹툰작가,웹툰작가
2017 멋진 신세계,스릴러,지배할 것인가 지배당할 것인가당신 앞에 다가온 충격적인 미래2017 네이버 웹툰작가 IT 디스토피아 특집 단편선,9.93,웹툰작가,웹툰작가,웹툰작가
2017 사이다를 부탁해!,일상,고구마 10000개를 삼킨 것 같은 실제 사연을독자들로부터 직접 받아서 네이버 웹툰 작가들이 새롭게 들려드립니다,9.78,웹툰작가,웹툰작가,웹툰작가
2018 루키 단편선,드라마,전설 이현세 이두호 작가가 직접 프로듀싱한지옥캠프 단편선 여덟번째 시즌,9.89,웹툰작가,웹툰작가,웹툰작가
2018 재생금지,스릴러,2018 여름특집 공포 단편선절대 재생 금지 플레이하면 끔찍한 비명의 기록이 쏟아진다,9.67,웹툰작가,웹툰작가,웹툰작가
2019 귀신사용설명서 -...,스릴러,2019 여름특집 공포 단편선  괴담의 재구성주의 절대 이 작품을 혼자 읽지 마시오,9.29,웹툰작가,웹툰작가,웹툰작가
2019 루키 단편선,드라마,전설 이현세 이두호 작가가 직접 프로듀싱한지옥캠프 단편선 2019 슈퍼 루키의 데뷔,9.88,웹툰작가,웹툰작가,웹툰작가
2019 병영일기,개그,웹툰 주인공 잠시 접고 군입대를 명 받았습니다기상 나팔이 울리는 아침부터 지옥 점호의 저녁까지 웹툰 주인공들의 군 생활 대방출,9.83,웹툰작가,웹툰작가,웹툰작가
2020 최애캐의 MBTI,일상,사랑 갈등 눈물 그래서 그랬구나내가 좋아하는 웹툰 주인공 어떤 타입일까최애캐들의 MBTI를 기대해주세요,9.66,웹툰작가,웹툰작가,웹툰작가
2020 호랑 공포 단편선,스릴러,진짜 공포를 보여드리겠습니다옥수역 귀신봉천동 귀신으로대한민국을 공포에 몰아넣었던 호랑작가가2020년 새로운 귀신 이야기로 다시 돌아왔다,9.88,호랑,호랑,호랑
"2021 최애캐 안녕, 잘...",드라마,잘 지내 오늘따라 네가 더 생각난다함께 웃고 울었던 웹툰 속 나의 최애캐들그들은 지금 어떻게 지내고 있을까우리의 일주일을 책임졌던 최애캐들의 근황을 공개합니다2021 최애캐 안녕 잘 지내니,9.88,웹툰작가,웹툰작가,웹툰작가
2022 그걸 네가 왜!,로맨스,남의 차에 네가 블루투스를 왜 연결해이게 맞나 싶은 커플논쟁 끝내러 왔습니다참고로 담당자는 패딩 지퍼까지는 괜찮다고 합니다,9.9,웹툰작가,웹툰작가,웹툰작가
2022 몰래보는 로맨스,로맨스,몰래 보고 싶고 나만 소장하고 싶은 매운맛 로맨스의 세계중세 시대 로맨스부터 판타지까지 숨겨놓았던 이야기 대방출 참을 수 없는 이 분위기 혹시 저만 좋아요,9.87,웹툰작가,웹툰작가,웹툰작가
2022 서브병에 빠지다!,개그,서브병에 걸린 사람들 모두 모여라우리가 주인공들만큼 사랑했던 서브캐들 로맨스부터 액션 개그 웹툰까지주인공 뒤에 가려져 있었지만 누구보다 작품을 빛내주었던 그들의 매력발산이 시작된다,9.88,웹툰작가,웹툰작가,웹툰작가
2022 스크롤금지,스릴러,2022 네이버웹툰 릴레이 공포 단편선 무더위를 날려줄 서늘한 공포특집이 돌아왔다 귀신 흉가 동물 등 소리의 공포감이 극대화된 29편의 작품들 강심장을 지닌 사람만 스크롤하세요,9.05,웹툰 작가,웹툰 작가,웹툰 작가
203호 저승사자,개그,어느날 저승사자가 찾아왔다그런데 이 저승사자 제 정신이 아니다,9.91,샤니,샤니,샤니
2D남친 별책부록,로맨스,인기 로맨스 웹툰 남자주인공의 심쿵 컷 대방출미공개 에피소드를 지금 만나보세요,9.82,웹툰작가,웹툰작가,웹툰작가
2인용 인간,판타지,두 사람에게 나눠 팔린 내 인생낮과 밤 다른 인물로 살아가야 한다,9.86,WONDER,WONDER,WONDER
2호선 세입자,드라마,2호선엔 왜 사람이 많을까지하철에서 벌어지는 로맨틱 휴먼 드라마,9.9,정은경 , 여원,정은경 
30일 후,스릴러,투병 중인 어머니와 함께 힘들게 살아가던 이강준어머니마저 결국 돌아가시게 되고 장례식장에 찾아온 아버지 친구 최정설에게 아버지의 유품이라는 오래된 스마트폰을 받게 된다날짜가 30일 후로 설정된 이 스마트폰은 30일 후까지의 미래를 알 수 있는 폰이라는 것을 알게 되는데,9.36,백프로,백프로,백프로
35cm,로맨스,초등학생 때는 반에서 키가 제일 컸지만 그 키 그대로 고등학생이 된 반하나그리고 하나의 눈 앞에 나타난 한참을 올려다봐야하는 훤칠한 남자애 그 애의 정체는 바로 하나보다 작았던 한결이라고옛날이나 지금이나 똑같은 키 차이지만 너와 나의 입장이 뒤바뀐 35cm 거리감 이야기,9.51,홍가,홍가,홍가
38의 살인,스릴러,살인범을 죽이는 살인범 이사라와 범죄자를 증오하는 형사 차도형30년전 도형의 부모를 살해한 진범에 대한 진실을 알게 된 이사라는 일부러 도형을 자극하며 그를 관찰하는데,9.85,이승준,이승준,이승준
3cm 헌터,판타지,세상 사람들의 몸이 3cm로 줄어들었다 이제는 고양이 개미 청소기 등 일상의 모든 것이 위협인 상황 믿을 것은 각자에게 주어진 이능력 하나뿐이다,9.84,돌연변이 , 제이로빈,돌연변이 
3P,판타지,사이코 사이코패스 사이코매트리스트 그들의 치열한 서바이벌이 시작되었다살아남아라비밀이 풀릴 때까지 쇼는 끝나지 않는다,9.93,김우준,김우준,김우준
3단합체김창남,드라마,삼봉이발소의 하일권이 돌아왔다본격 SF청춘만화,9.95,하일권,하일권,하일권
3인칭,드라마,쉽지 않은 사랑 이야기그녀를 찾아서,9.94,꼬마비 , 애마비,꼬마비 
4층복도끝천국,로맨스,해가 지면 나를 찾아와줘따뜻한 저녁 바람이 교실을 감싸고 주황빛 저녁 노을이 너와 나를 물들일 때 비로소 여긴 천국,9.77,효조 , POST,효조 
5kg을 위하여,드라마,대한민국 표준체중 오수의 다이어트 도전기,9.57,수오수 , 홍끼,수오수 
66666년 만에 환생한 ...,판타지,강대했던 흑마법사 디아블로 볼피르12신의 계략에 당해 억겁 속에 봉인되었지만그로부터 66666년이 흘러 다시금 이 땅에 강림한다응애웰턴 백작의 갓 태어난 장남으로딥다크 매직 판타지 시작,9.94,팀 더 지크 , 파사 , 화봉
6월의 라벤더,감성,어릴 적 미술학원에서 만나 어른이 된 지금까지 절친인 시연과 유라사회에 첫 발을 내딛게 된 두 친구에게는 아직도 어렵고 두려운 일들이 가득하다새로운 일과 낯선 감정들이 어색한 두 친구는 오해와 화해를 반복하며 점차 성장해간다,9.93,밤희 , 게살,밤희 
7FATES: CHAKHO,판타지,타락한 도시 신시 길에서 마주친 수수께끼의 사내가 제하에게 의문의 말을 던진다하지만 병원에서 깨어난 제하는 그날의 일을 기억하지 못하고현세에 존재해선 안될 범이라는 존재들이 도시를 재앙으로 물들일 때 일곱개의 운명이 엮어져 그들에 맞서기 위해 무기를 든다 이제 범을 사냥할 시간이다,8.41,HYBE,HYBE,HYBE
7아이언,드라마,사고로 오른손을 잃은 골프천재 주아이 절망하는 시간조차 아깝다아이는 프로가 되기 위해 자신의 모든걸 바친다치명적 핸디캡을 극복하고 결국 정상에 서게 되는 연약한 소녀의 고군분투,9.69,태발 , 김홍태,태발 
8월의 눈보라,로맨스,교복모델이었던 보라는 암흑 고3 시절을 거치며 이전의 모습은 온데간데 없다설상가상 재수까지 하게되고 학원에서 첫사랑 현우를 마주치고야 만다가장 빛나는 시절 만났던 너에게 가장 어두운 지금 나를 보여주고 싶지 않아,9.36,김리아,김리아,김리아
99강화나무몽둥이,판타지,약육강식이 진리인 가상 현실 게임 크로노 라이프허접이라며 무시만 당하던 나는 우연히 얻은 초보용 기본 무기 나무 뭉둥이 를 99 강화까지 성공하게 되고 본인을 무시하던 놈들을 찾아다니며 몽둥이로 무자비하게 패기 시작하는데막장 스케일 사이다 액션 스타트,9.81,홍실 , 지페리,홍실 
9등급 뒤집기,드라마,한번호로 찍어도 받기힘들다는 9등급을 받는 이인범공부를 못한다는 이유로 온갖 괄시를 받다가 복수를 위해 1등급을 노리게 되고이를 돕기 위한 만화가 지망생 과외선생의 특훈을 받게 되는데,9.27,아백,아백,아백
간 떨어지는...,로맨스,인간이 되고자 900년간 노력해왔지만  불의의 사고로 한 여대생에게 여우구슬을 빼앗기게 된 잘생긴 구미호 어르신어르신은 사태를 해결하기 위해 그녀에게 동거를 제안하게 되는데,9.97,나,나,나
유미의 세포들,로맨스,유미는 지금 무슨 생각을 하고 있을까그녀의 머릿속에서 바쁘게 움직이는 세포들 이야기,9.93,이동건,이동건,이동건
지옥,스릴러,어느날 갑자기 인간들이 직면한 기적인지 저주인지 알 수 없는 초자연적 현상감당할 수 없는 현실을 감당하기 위해 사람들이 만들어 가는 지옥부산행 연상호 감독과 송곳의 최규석 작가가 만났다,9.83,연상호 , 최규석,연상호 
모범택시,스릴러,언뜻 평범해 보이는 무지개 택시회사에는 revengecall이라는 특별한 서비스가 있다 손님이 원하는 방법으로 복수를 대신해주는 서비스이며 이것이 무지개 택시 회사의 진짜 정체다,9.9,까를로스 , 크크재진,까를로스 
스위트홈,스릴러,절망의 세상을 비관하고 스스로를 고립시킨 한 소년하지만 이제 소년은 밖으로 나가고 싶다,9.97,김칸비 , 황영찬,김칸비 
치즈인더트랩,로맨스,평범한 여대생 홍설 그리고 어딘가 수상한 선배 유정미묘한 관계의 이들이 펼쳐나가는 이야기,9.98,순끼,순끼,순끼
알고있지만,로맨스,넌 내가 나비라는걸 알고 있잖아알면서도 빠지고 싶은 사랑투명한 동거 정서 작가의 신작,9.97,정서,정서,정서
쌉니다 천리...,개그,고객은 왕이 아니다 직원이 왕이다병맛 드라마를 뛰어넘는 미친 상상력의 원작 웹툰,9.98,김규삼,김규삼,김규삼
한번 더 해요,드라마,결혼 8년차 부부 성대광과 유선영 대학시절 킹카 퀸카로 CC로 만나 결혼까지 골인했지만 이젠 지독한 현실에 서로에게 지쳐버린 권태기 부부일 뿐이었다 그러던 어느 날드라마 고백부부 원작 웹툰,9.91,미티 , 구구,미티 
아일랜드 2부,스릴러,악귀들이 가득찬 섬 제주도 이를 물리치는 토막살인범 반 웹툰으로 새롭게 돌아온 퇴마만화의 전설 아일랜드 2부,9.97,윤인완 , 양경일,윤인완 
내 ID는 ...,로맨스,못생긴 얼굴에서 미인으로 새롭게 태어난 그녀 강미래 그런데 어디서 본 듯 한데,9.83,기맹기,기맹기,기맹기
아일랜드 1부,스릴러,악귀들이 가득찬 섬 제주도 이를 물리치는 토막살인범 반 웹툰으로 돌아온 퇴마만화의 전설 아일랜드 1부,9.96,윤인완 , 양경일,윤인완 
지금 우리 ...,스릴러,평범하던 학교에 벌어진 감금사건그리고 감금사건에 가려 미처 알지 못한 감염자 학교는 이미 감염자들로 인해 빠져나갈 곳이 없다 그리고지금 우리학교는,9.56,주동근,주동근,주동근
왕과의 야행,로맨스,젊은 왕과 아름다운 여인이 발을 사이에 두고 앉아있다.가느다란 흰 손가락으로 책장을 넘기는 여인은고혹적인 목소리로 글을 읽어 내려가는데...전하. 음양이란 서로 감응해야 응하는 것이옵니다.몸과 마음이 무르익어 한 배에 탄 채 애락을 느끼니그 어찌 화락하지 않으오리까?백일의 겨울밤 동안 왕에게 책을 읽어주는 여인.아슬아슬한 긴장감 끝에 순식간에 휩쓸린다.서로에게 깃들고 스며든다.숨겨뒀던 비밀이 터져 나와 모든 것을 깨울 때까지왕과 여인은 그저 꿈 안에 있구나.,9.98,보리,보리,보리
신화급 귀속 아이템을 손에 넣었다,판타지,"D급 무투계 레이더로 마법계 레이더들의 고기방패나 하며 별 볼 일 없이 살던 재현. 그러던 어느 날, 던전에서 우연히 ""오딘의 눈"" 이라는 최강의 귀속 아이템을 얻게 됐다.신의 눈을 가진 자, 세계를 구할 신의 대적자의 운명을 개척하라!",9.91,정선율 , 헤스,정선율 
귀촌리,스릴러,"평범한 시골 마을 '귀촌리'를 찾은 '허무명'. 그는 돌아가신 할머니의 빈 집에 조용히 숨어든다. 그런데 집이 이상하리만큼 깔끔하다. 할머니가 돌아가신 건 3년 전인데? 어쩐지 마을 사람들은 이방인 무명의 방문을 달가워 하는 것 같지 않다. 아니, 실은 경계하는 것 같다. 그리고 그 날을 기점으로 마을 사람들이 하나, 둘 씩 사라지기 시작한다.",9.93,황양 , 이대한,황양 
별난식당,드라마,"<요리GO>의 새로운 이야기,<별난식당>.특급호텔에서 최연소 팀장에 오르며 승승장구하던 주인공 한별은 퇴사를 하고 작은 식당을 차린다.그 식당의 이름은 '별난식당'.별난식당은 상권이라고는 찾아볼 수 없는, 서울에서 제일 가난한 동네인 부자동에 위치해 있다.또한 메뉴도 별나다. 바로 메뉴가 없기 때문이다. 메뉴가 없이 한별 셰프가 그때그때 제철 식재료를 이용해 요리를 만드는 식당이다.이 식당의 특별한 점은 요리를 먹는 손님이 마음까지 위로 받는다는 것.한별 셰프는 대체 어떠한 방법으로 마음의 상처가 있는 많은 손님들을 요리로 치유하는 것일까?",9.96,HO9,HO9,HO9
환생천마,무협/사극,"철혈의 맹주, 강호의 절대자 '천하진'. 가문의 수치라 불리는 망나니 '벽리단'의 몸으로 깨어나다! 취미는 사기도박, 검은 창고에 박아둔지 오래. 하루아침에 천하제일인에서 천하의 쓰레기가 된 그는 다시 검을 잡고, 전생에서 이루지 못한 경지에 오르고자 한다.",9.9,JP , 부겸 , 장영훈
우아한 욕망,로맨스,늦은 밤 열린 호텔 엘리베이터.그 안에는 오래 전 첫사랑이 중년 여성과 함께 있었다.낭만을 꿈꿔왔던 첫사랑과의 재회는 그저 배신감뿐.부유한 중년 유부녀의 소유물이 된 첫사랑.내 첫사랑이 나이 든 아줌마와 붙어먹는 그런 놈일리 없잖아.내 첫사랑. 내 것으로 만들고야 말겠다.,9.91,김종건,김종건,김종건
회귀한 공작가의 막내도련님은 암살자,판타지,"대륙 제일의 암살자 시안 베르트평생을 믿고 따랐던 형에게 배신당한 뒤, 비참한 최후를 맞이한다.만약 내게 한 번 더 생이 주어진다면 그때는 다른 삶을 살 것이다.오로지 나 하나만을 바라보면서, 내 스스로 모든 것을 이룰 수 있는 누구도 섬기지 않는 그런 삶을. 그렇게 맞이하게 된 두 번째 삶. 더 이상 남을 위해 살던 그림자 시안 베르트는 없다.다시 쓰는 인생 나를 위한 모든 것을 이룩하리라!",9.92,스윙뱃 , 커피라임,스윙뱃 
수상한 다이어트 클럽,스릴러,"모태 통통 ‘고양순’은 부모님의 등쌀에 못이겨 박박사 다이어트 클럽에 입소한다. 어딘가 수상해 보이는 박박사지만, 그녀의 이력 만큼은 누구보다 확실하다. 성공률 100%를 자랑하는 이곳의 퇴소 조건은 단 하나, ‘목표 체중을 다 감량해야만 하는 것!' 과연 100kg가 넘는 양순 역시 다이어트에 성공, 웃으며 이곳을 나설 수 있을까?!",9.86,스프링,스프링,스프링
어린이집 다니는 구나,일상,"""노는 게 제일 좋아!"" 라고 했더니 정말 노는 게 직업이 됐다?! 매일 동심의 세계로 출퇴근한지 어쩌다 10년째!아이들이라면 알 만큼 안다고 생각했는데... 예측불가한 말과 행동들은 여전히 새롭기만 하다. 그런 아이들에게 언제나 ""그랬구나"" 라고 말해주는,10년차 프로공감러 구나가 들려주는 어린이집 선생님 이야기",9.97,구나,구나,구나
진주,드라마,"<통>, <독고>, <블러드레인> 백두 작가의 화제의 신작! 퇴역한 전국구 주먹 ‘진주현’은 안암 판정을 받고 고향 진주로 내려가‘현진주’를 만나 난생 처음 평범한 삶을 꿈꾼다. 그러나 과거 몸담았던 뒷세계와의 지독한 악연은그의 삶을 송두리째 흔들기 시작하는데...",9.91,백두 , 백두,백두 
마왕을 그만둔 이유,판타지,"혼돈의 시대.마왕은 665세기 동안 대를 걸쳐 인간 세계를 침공했다.그 처절한 전쟁을 막아 낸 것은 용사들.그들의 거룩한 희생 속에서 인류는 간신히 살아남았다. 하지만 이건 새로운 마왕의 이야기. 마왕 데미우르고스 666세.그는 한 마디를 던지고 돌연 마계를 떠나 버렸다.""마왕 따위 그만두겠어.""가출 마왕과 그의 부하가 된 용사.그가 마왕을 그만둔 진짜 이유는?",9.68,김대일 , 이상혁,김대일 
토마토가 돼라!,로맨스,껄렁한 겉모습으로 인해 음험한 소문을 몰고 다니는 시골 토박이 전학생 신이석은 첫눈에 반한 전교 1등 수재 조해주의 앙큼한 비밀을 목격하게 되고... 그에 대한 의문은 점차 눈덩이처럼 불어나기만 한다. 겉만 번지르르 붉고 속은 흰 사과 같은 조해주에게 진성 토마토 신이석의 짝사랑 폭격이 시작된다!,9.97,뮤리,뮤리,뮤리
개같이 탈출,드라마,"""살아남으라고? 나는 자그만 말티즈란 말이야!""세상 따뜻하고 포근한 가정집에서 살아온 삐용이. 언니 품에서 그저 귀엽기만 하면 되는 견생이었는데... 갑자기 가족들과 모든 인간이 사라져버렸다.혼자서는 아무것도 할 줄 모르는데, 괴물 좀비 개들이 우글거리는 고립된 도시를 탈출해 언니를 만날 수 있을까?",9.94,갬쟈,갬쟈,갬쟈
